TANDE Daniel.Andre 105.5 223.0 147.6 18.0 18.5 18.0 18.5 18.5 55.0 08 0 0.63 -9.1 193.5 3.
TANDE Daniel.Andre 105.0 224.5 149.4 19.0 18.5 18.0 18.5 18.5 55.5 07 0 0.87 -12.5 192.4 3.
FANNEMEL Anders 104.1 234.0 160.8 18.5 19.0 18.5 19.5 19.5 57.0 07 8.4 0.91 -13.1 213.1 1.
FANNEMEL Anders 104.6 233.5 160.2 19.0 19.5 18.5 19.5 20.0 58.0 07 0 0.97 -14.0 204.2 1.
GANGNES Kenneth 105.8 233.0 159.6 18.5 19.0 19.0 19.0 19.0 57.0 07 8.4 1.17 -16.8 208.2 1.
GANGNES Kenneth 105.9 239.0 166.8 19.0 19.5 19.0 19.0 19.5 57.5 07 0 0.71 -10.2 214.1 1.
FORFANG Johann.Andre 103.5 210.0 132.0 18.0 18.0 18.5 18.0 17.5 54.0 06 16.8 0.55 -7.9 194.9 6.
FORFANG Johann.Andre 104.2 233.5 160.2 19.0 19.5 18.5 19.0 19.0 57.0 07 0 0.71 -10.2 207.0 3.
TEPES Jurij 105.4 225.0 150.0 19.0 18.5 18.0 19.0 19.0 56.5 08 0 0.57 -8.2 198.3 2.
TEPES Jurij 105.4 234.5 161.4 19.5 19.5 18.5 19.0 19.5 58.0 07 0 1.26 -18.1 201.3 2.
SEMENIC Anze 100.9 210.0 132.0 17.5 18.0 17.0 18.0 17.0 52.5 07 8.4 0.74 -10.7 182.2 5.
SEMENIC Anze 105.9 211.5 133.8 17.5 17.5 17.5 18.0 17.0 52.5 07 0 0.94 -13.5 172.8 4.
KRANJEC Robert 103.7 231.5 157.8 18.0 17.5 18.0 19.0 18.5 54.5 07 8.4 1.09 -15.7 205.0 2.
KRANJEC Robert 104.1 208.0 129.6 17.5 17.0 17.0 17.0 17.0 51.0 07 0 0.58 -8.4 172.2 5.
PREVC Peter 104.4 229.5 155.4 17.5 18.5 18.0 19.0 18.0 54.5 06 16.8 0.82 -11.8 214.9 2.
PREVC Peter 104.7 246.0 175.2 19.5 19.5 19.0 19.0 19.5 58.0 07 0 0.76 -10.9 222.3 1.
KRAFT Stefan 104.6 226.0 151.2 18.5 18.5 18.5 19.0 18.5 55.5 08 0 0.37 -5.3 201.4 1.
KRAFT Stefan 104.7 241.0 169.2 18.0 17.0 17.0 18.5 18.0 53.0 07 0 1.05 -15.1 207.1 1.
POPPINGER Manuel 103.4 215.0 138.0 17.5 18.0 17.5 18.0 18.0 53.5 07 8.4 0.92 -13.2 186.7 4.
POPPINGER Manuel 104.1 208.5 130.2 17.0 17.0 17.0 17.0 17.5 51.0 07 0 0.59 -8.5 172.7 5.
FETTNER Manuel 103.8 215.0 138.0 17.5 18.0 17.5 18.0 17.5 53.0 07 8.4 0.99 -14.3 185.1 4.
FETTNER Manuel 104.1 224.0 148.8 17.5 18.0 18.0 18.0 18.0 54.0 07 0 0.95 -13.7 189.1 2.
HAYBOECK Michael 103.9 235.5 162.6 19.0 19.0 19.0 19.5 19.0 57.0 06 16.8 1.18 -17.0 219.4 1.
HAYBOECK Michael 105.0 233.5 160.2 18.5 19.5 19.0 19.0 19.0 57.0 07 0 0.68 -9.8 207.4 2.
TAKEUCHI Taku 108.6 218.0 141.6 17.0 17.5 17.0 18.0 17.5 52.0 08 0 0.62 -8.9 184.7 5.
TAKEUCHI Taku 103.9 214.0 136.8 18.0 17.5 18.0 18.0 17.5 53.5 07 0 0.72 -10.4 179.9 6.
KOBAYASHI Ryoyu 103.7 205.5 126.6 17.0 16.5 17.0 17.0 17.0 51.0 07 8.4 1.03 -14.8 171.2 7.
KOBAYASHI Ryoyu 103.8 204.0 124.8 17.5 17.0 17.0 17.0 17.0 51.0 07 0 0.66 -9.5 166.3 6.
ITO Daiki 104.0 214.5 137.4 17.5 18.0 18.0 18.0 17.5 53.5 07 8.4 0.97 -14.0 185.3 3.
ITO Daiki 104.1 216.5 139.8 18.5 18.0 18.5 18.0 18.0 54.5 07 0 0.92 -13.2 181.1 4.
KASAI Noriaki 103.0 225.0 150.0 17.5 18.5 18.5 18.5 18.0 55.0 06 16.8 0.94 -13.5 208.3 4.
KASAI Noriaki 104.1 233.5 160.2 19.0 19.0 18.5 18.5 19.0 56.5 07 0 1.13 -16.3 200.4 4.
LEYHE Stephan 105.2 205.0 126.0 17.0 17.0 17.0 17.0 17.5 51.0 08 0 0.21 -3.0 174.0 7.
LEYHE Stephan 105.4 220.0 144.0 17.5 17.0 18.0 18.0 17.5 53.0 07 0 1.14 -16.4 180.6 5.
FREUND Severin 97.7 214.0 136.8 17.5 18.0 18.0 18.5 18.0 54.0 07 8.4 0.70 -10.1 189.1 2.
FREUND Severin 105.3 219.0 142.8 18.0 18.0 18.0 18.0 17.5 54.0 07 0 0.94 -13.5 183.3 2.
EISENBICHLER Markus 104.0 207.5 129.0 17.0 17.5 17.5 17.5 17.5 52.5 07 8.4 0.92 -13.2 176.7 6.
EISENBICHLER Markus 103.9 209.5 131.4 17.5 17.0 16.0 17.0 17.0 51.0 07 0 0.98 -14.1 168.3 7.
FREITAG Richard 103.8 230.0 156.0 18.5 19.0 18.5 19.0 19.0 56.5 06 16.8 1.09 -15.7 213.6 3.
FREITAG Richard 104.5 222.0 146.4 18.0 18.5 18.5 18.5 18.0 55.0 07 0 0.95 -13.7 187.7 5.
KOT Maciej 104.8 222.0 146.4 17.5 18.0 17.5 18.5 18.0 53.5 08 0 0.80 -11.5 188.4 4.
KOT Maciej 104.4 214.0 136.8 17.5 17.5 17.0 17.5 17.5 52.5 07 0 0.58 -8.4 180.9 4.
STEKALA Andrzej 104.4 222.5 147.0 17.0 18.5 17.5 18.0 18.0 53.5 08 0 0.82 -11.8 188.7 3.
STEKALA Andrzej 104.0 208.5 130.2 17.5 17.5 17.5 17.5 17.5 52.5 07 0 0.58 -8.4 174.3 3.
HULA Stefan 103.8 208.0 129.6 17.0 17.0 17.5 17.5 17.0 51.5 07 8.4 0.94 -13.5 176.0 7.
HULA Stefan 104.4 217.5 141.0 17.5 18.0 18.0 18.0 18.0 54.0 07 0 0.67 -9.6 185.4 3.
STOCH Kamil 103.0 213.0 135.6 18.0 17.5 18.0 18.0 17.5 53.5 06 16.8 0.65 -9.4 196.5 5.
STOCH Kamil 103.6 218.5 142.2 18.5 18.0 18.0 18.0 18.0 54.0 07 0 0.99 -14.3 181.9 6.
KOUDELKA Roman 104.0 209.0 130.8 18.0 17.5 18.0 17.5 17.5 53.0 08 0 0.57 -8.2 175.6 6.
KOUDELKA Roman 103.5 212.0 134.4 17.5 18.0 18.0 18.0 17.5 53.5 07 0 0.80 -11.5 176.4 7.
KOZISEK Cestmir 104.5 212.0 134.4 17.0 17.5 17.5 18.0 17.5 52.5 08 0 0.77 -11.1 175.8 6.
KOZISEK Cestmir 103.8 190.0 108.0 16.5 16.5 16.0 16.0 15.5 48.5 07 0 0.28 -4.0 152.5 7.
HLAVA Lukas 104.1 210.5 132.6 17.5 17.5 17.0 17.5 17.5 52.5 07 8.4 0.80 -11.5 182.0 5.
HLAVA Lukas 103.9 210.5 132.6 17.5 17.0 17.0 17.5 17.5 52.0 07 0 0.90 -13.0 171.6 6.
