PREVC Peter 101.1 238.5 166.2 19.5 19.0 19.5 19.5 19.5 58.5 10 -6.9 -0.46 8.0 225.8 1.
PREVC Peter 105.1 230.0 156.0 19.5 19.5 19.0 19.0 19.0 57.5 17 -20.7 -2.24 39.0 231.8 1.
FORFANG Johann.Andre 101.0 229.0 154.8 19.5 19.0 19.0 19.5 19.5 58.0 10 -6.9 -0.57 9.9 215.8 4.
FORFANG Johann.Andre 105.3 222.0 146.4 19.0 19.5 19.0 19.0 19.0 57.0 17 -20.7 -2.35 40.9 223.6 3.
KRANJEC Robert 101.1 218.5 142.2 18.5 18.0 18.5 19.0 18.5 55.5 10 -6.9 -0.71 12.4 203.2 6.
KRANJEC Robert 105.0 226.5 151.8 19.0 18.5 18.0 18.5 18.5 55.5 17 -20.7 -2.28 39.7 226.3 2.
GANGNES Kenneth 102.1 235.5 162.6 19.0 19.0 19.0 19.5 19.5 57.5 10 -6.9 -0.51 8.9 222.1 2.
GANGNES Kenneth 106.1 209.5 131.4 18.5 18.5 18.5 18.5 18.5 55.5 17 -20.7 -2.29 39.9 206.1 8.
FREUND Severin 101.1 230.0 156.0 19.0 19.5 19.0 19.0 19.5 57.5 10 -6.9 -0.39 6.8 213.4 5.
FREUND Severin 105.4 216.0 139.2 18.5 18.0 19.0 18.5 18.5 55.5 17 -20.7 -2.17 37.8 211.8 6.
KRAFT Stefan 100.7 235.0 162.0 19.0 19.0 19.0 19.5 19.5 57.5 10 -6.9 -0.44 7.7 220.3 3.
KRAFT Stefan 105.0 208.0 129.6 19.0 18.5 18.5 19.0 18.5 56.0 17 -20.7 -2.27 39.6 204.5 9.
KASAI Noriaki 100.6 219.5 143.4 18.0 18.0 18.0 18.5 18.5 54.5 10 -6.9 -0.52 9.1 200.1 7.
KASAI Noriaki 104.6 216.0 139.2 19.0 19.0 19.0 19.0 19.0 57.0 17 -20.7 -2.62 45.7 221.2 4.
HAYBOECK Michael 101.1 215.0 138.0 18.5 18.5 18.5 18.5 18.5 55.5 10 -6.9 -0.40 7.0 193.6 11.
HAYBOECK Michael 105.0 216.5 139.8 18.0 19.0 18.5 18.5 18.5 55.5 16 -13.8 -1.99 34.7 216.2 5.
TANDE Daniel.Andre 101.4 215.0 138.0 18.5 18.5 18.5 19.0 19.0 56.0 10 -6.9 -0.38 6.6 193.7 10.
TANDE Daniel.Andre 105.5 210.0 132.0 18.5 18.5 18.0 18.5 18.5 55.5 17 -20.7 -2.27 39.6 206.4 7.
STJERNEN Andreas 101.8 216.0 139.2 18.0 18.0 18.0 18.5 18.5 54.5 10 -6.9 -0.52 9.1 195.9 9.
STJERNEN Andreas 105.9 195.0 114.0 17.0 17.5 17.5 17.0 17.5 52.0 17 -20.7 -2.35 40.9 186.2 13.
HAUER Joachim 100.5 207.5 129.0 18.0 17.5 18.0 18.0 18.0 54.0 10 -6.9 -0.41 7.1 183.2 13.
HAUER Joachim 104.0 203.0 123.6 17.5 18.0 18.0 18.0 17.5 53.5 16 -13.8 -1.89 32.9 196.2 10.
TEPES Jurij 101.2 207.0 128.4 18.5 18.0 18.5 18.5 18.5 55.5 10 -6.9 -0.46 8.0 185.0 12.
TEPES Jurij 104.8 192.5 111.0 17.5 18.0 18.0 17.5 18.0 53.5 16 -13.8 -2.17 37.8 188.5 12.
ITO Daiki 100.5 209.0 130.8 18.5 18.5 18.0 18.5 18.0 55.0 10 -6.9 -0.09 1.6 180.5 14.
ITO Daiki 104.3 194.0 112.8 17.5 18.0 18.0 17.5 17.5 53.0 16 -13.8 -1.93 33.6 185.6 14.
AMMANN Simon 100.7 199.0 118.8 17.0 17.0 17.0 18.0 17.5 51.5 10 -6.9 -0.40 7.0 170.4 17.
AMMANN Simon 104.4 199.5 119.4 17.0 17.5 17.5 17.5 17.5 52.5 16 -13.8 -2.00 34.8 192.9 11.
FREITAG Richard 100.5 203.5 124.2 18.0 17.5 18.0 18.0 18.5 54.0 10 -6.9 -0.36 6.3 177.6 15.
FREITAG Richard 103.8 190.5 108.6 17.0 17.0 17.0 17.5 17.5 51.5 16 -13.8 -2.07 36.1 182.4 17.
POPPINGER Manuel 100.2 204.0 124.8 18.0 18.0 18.0 18.0 18.0 54.0 10 -6.9 -0.25 4.4 176.3 16.
POPPINGER Manuel 103.8 190.0 108.0 17.0 17.0 18.0 17.5 17.5 52.0 16 -13.8 -2.08 36.2 182.4 17.
FANNEMEL Anders 100.7 218.0 141.6 19.0 18.5 19.0 19.0 19.0 57.0 10 -6.9 -0.30 5.2 196.9 8.
FANNEMEL Anders 104.6 173.5 88.2 16.0 16.5 15.0 16.5 16.0 48.5 17 -20.7 -2.49 43.4 159.4 23.
TAKEUCHI Taku 99.8 190.5 108.6 17.0 17.5 17.5 17.5 17.5 52.5 09 0 -0.35 6.1 167.2 18.
TAKEUCHI Taku 103.9 191.5 109.8 17.5 17.5 17.5 17.5 17.5 52.5 16 -13.8 -2.11 36.8 185.3 15.
WANK Andreas 101.3 186.0 103.2 17.0 17.0 17.0 17.0 17.0 51.0 09 0 -0.38 6.6 160.8 20.
WANK Andreas 105.3 191.5 109.8 17.0 18.0 16.5 17.5 17.0 51.5 16 -13.8 -1.90 33.1 180.6 19.
KOUDELKA Roman 99.8 188.0 105.6 17.0 17.0 17.0 17.0 16.5 51.0 09 0 -0.20 3.5 160.1 21.
KOUDELKA Roman 104.0 189.5 107.4 17.5 17.5 17.5 17.5 17.5 52.5 16 -13.8 -1.87 32.6 178.7 20.
LANISEK Anze 100.4 195.0 114.0 17.0 16.5 17.0 17.5 17.0 51.0 10 -6.9 -0.10 1.7 159.8 22.
LANISEK Anze 104.1 190.0 108.0 17.0 17.0 16.5 17.0 17.0 51.0 16 -13.8 -1.87 32.6 177.8 21.
KUBACKI Dawid 100.7 184.0 100.8 17.0 17.5 17.0 17.0 17.0 51.0 10 -6.9 -0.17 3.0 147.9 26.
KUBACKI Dawid 104.3 190.0 108.0 17.0 17.5 17.0 17.5 17.0 51.5 16 -13.8 -2.22 38.7 184.4 16.
HOFER Thomas 100.8 189.5 107.4 16.5 16.5 16.5 17.0 16.5 49.5 10 -6.9 -0.13 2.3 152.3 25.
HOFER Thomas 104.4 186.0 103.2 16.5 17.0 16.5 17.0 16.5 50.0 16 -13.8 -1.98 34.5 173.9 22.
STEKALA Andrzej 100.2 198.0 117.6 17.5 17.5 17.0 17.5 17.5 52.5 10 -6.9 -0.20 3.5 166.7 19.
STEKALA Andrzej 103.5 170.0 84.0 16.5 16.0 16.5 16.5 16.5 49.5 16 -13.8 -1.94 33.8 153.5 24.
DESCOMBES.SEVOIE Vincent 99.6 182.5 99.0 16.5 16.5 16.5 16.5 17.0 49.5 09 0 -0.33 5.7 154.2 24.
DESCOMBES.SEVOIE Vincent 103.3 169.0 82.8 16.0 16.0 16.0 16.5 16.0 48.0 16 -13.8 -1.96 34.2 151.2 25.
LEYHE Stephan 100.4 184.0 100.8 16.0 16.5 16.5 17.0 16.5 49.5 09 0 -0.27 4.7 155.0 23.
LEYHE Stephan 104.2 162.5 75.0 16.5 15.5 16.0 16.0 16.5 48.5 16 -13.8 -2.02 35.2 144.9 27.
